Year;Month;Day;Death;Tmax;Tmin
2004;5;13;90;21.75416667;8.904166667
2004;5;14;89;29.86875;9.277083333
2004;5;15;94;23.81276596;15.12222222
2004;5;16;81;18.6106383;8.163043478
2004;5;17;99;24.00638298;5.325531915
2004;5;18;70;21.78958333;13.53617021
2004;5;19;80;22.04893617;6.819148936
2004;5;20;87;23.62916667;7.333333333
2004;5;21;82;17.33404255;10.6375
2004;5;22;75;18.08444444;8.310638298
2004;5;23;81;21.1106383;10.67111111
2004;5;24;56;13.13404255;8.739130435
2004;5;25;69;12.8212766;8.054166667
2004;5;26;75;16.4787234;10.22765957
2004;5;27;65;21.22708333;9.021276596
2004;5;28;81;17.7125;10.19347826
2004;5;29;81;15.89574468;2.840425532
2004;5;30;73;19.02978723;2.934042553
2004;5;31;76;20.26458333;3.012765957
2004;6;1;105;14.03541667;8.74375
2004;6;2;87;15.64255319;8.54375
2004;6;3;96;17.93125;5.920833333
2004;6;4;80;20.79148936;5.463829787
2004;6;5;79;23.98444444;5.519565217
2004;6;6;85;21.50638298;11.77173913
2004;6;7;79;25.09583333;12.83191489
2004;6;8;105;29.91041667;14.69166667
2004;6;9;93;28.47708333;19.15416667
2004;6;10;85;20.24166667;9.483333333
2004;6;11;72;20.47083333;5.270833333
2004;6;12;90;21.45652174;5.323913043
2004;6;13;81;26.16458333;7.334782609
2004;6;14;91;26.98958333;15.02916667
2004;6;15;79;26.25416667;16.30416667
2004;6;16;85;24.36956522;11.43333333
2004;6;17;67;28.16041667;13.44042553
2004;6;18;90;27.225;15.825
2004;6;19;71;23.16875;14.22083333
2004;6;20;82;22.4125;7.25625
2004;6;21;73;24.32083333;11.62765957
2004;6;22;75;19.07916667;14.25833333
2004;6;23;76;24.48541667;13.20833333
2004;6;24;70;27.91914894;10.11702128
2004;6;25;82;18.51304348;9.968085106
2004;6;26;78;21.15744681;6.591304348
2004;6;27;66;21.23404255;9.686666667
2004;6;28;79;21.96382979;9.353191489
2004;6;29;66;21.74042553;10.79583333
2004;6;30;72;23.85;10.82916667
2004;7;1;59;26.20212766;11.14791667
2004;7;2;69;22.70666667;13.38478261
2004;7;3;70;27.40681818;12.22391304
2004;7;4;89;29.64583333;12.49130435
2004;7;5;86;26.10833333;18.93958333
2004;7;6;72;24.83043478;14.24255319
2004;7;7;70;25.7106383;10.23404255
2004;7;8;79;26.15;17.30851064
2004;7;9;92;24.09574468;16.67173913
2004;7;10;71;23.93695652;16.76521739
2004;7;11;77;25.70625;13.52340426
2004;7;12;79;27.89361702;15.57708333
2004;7;13;69;26.15319149;17.1125
2004;7;14;67;25.26666667;16.49361702
2004;7;15;75;22.23333333;17.24583333
2004;7;16;67;23.9875;16.42083333
2004;7;17;82;27.76170213;15.83541667
2004;7;18;67;27.225;15.07608696
2004;7;19;61;26.36875;17.375
2004;7;20;93;26.74166667;16.92291667
2004;7;21;67;28.29166667;16.63333333
2004;7;22;75;30.49791667;18.29791667
2004;7;23;75;24.70434783;16.92708333
2004;7;24;81;22.19347826;10.1
2004;7;25;73;23.75531915;10.90888889
2004;7;26;70;24.98888889;9.123404255
2004;7;27;80;23.73777778;13.27777778
2004;7;28;74;21.3673913;15.10666667
2004;7;29;80;27.41521739;15.02608696
2004;7;30;99;29.29361702;16.37446809
2004;7;31;81;24.74;20.77608696
2004;8;1;78;26.91521739;19.225
2004;8;2;63;28.04791667;15.44680851
2004;8;3;73;23.42978723;17.72340426
2004;8;4;60;24.51702128;12.90869565
2004;8;5;71;19.53478261;10.69782609
2004;8;6;72;18.84042553;10.27826087
2004;8;7;72;21.14222222;11.43913043
2004;8;8;71;21.48297872;10.84318182
2004;8;9;67;26.48085106;12.49361702
2004;8;10;79;26.16382979;14.56808511
2004;8;11;76;26.33913043;16.76170213
2004;8;12;61;21.9125;15.7106383
2004;8;13;86;20.08478261;15.8375
2004;8;14;47;22.51086957;13.71956522
2004;8;15;70;24.72;10.89565217
2004;8;16;84;24.3673913;12.11666667
2004;8;17;73;25.63043478;12.42608696
2004;8;18;71;26.3;14.90425532
2004;8;19;75;24.5326087;17.17173913
2004;8;20;70;22.92222222;11.24255319
2004;8;21;74;20.3673913;12.93191489
2004;8;22;72;21.57608696;6.491304348
2004;8;23;67;22.30833333;11.72708333
2004;8;24;65;19.70416667;5.679166667
2004;8;25;79;25.28541667;6.4125
2004;8;26;69;26.84375;16.63404255
2004;8;27;63;27.4326087;18.51489362
2004;8;28;89;28.67045455;20.84
2004;8;29;81;23.53478261;17.17555556
2004;8;30;78;18.82173913;16.18888889
2004;8;31;78;23.84042553;13.97111111
2004;9;1;59;21.98913043;10.90434783
2004;9;2;66;17.98297872;4.460416667
2004;9;3;80;26.29347826;7.219148936
2004;9;4;68;20.04545455;13.63181818
2004;9;5;73;22.37826087;8.039130435
2004;9;6;90;23.48043478;13.8673913
2004;9;7;83;25.02826087;14.95652174
2004;9;8;65;19.82826087;12.94545455
2004;9;9;72;17.31304348;12.65652174
2004;9;10;65;22.3826087;12.49111111
2004;9;11;72;23.59777778;8.57826087
2004;9;12;85;23.6875;11.9
2004;9;13;67;17.16808511;8.306382979
2004;9;14;67;23.00416667;6.206382979
2004;9;15;80;24.47708333;12.73958333
2004;9;16;76;25.40638298;13.57916667
2004;9;17;79;18.59583333;12.55106383
2004;9;18;59;15.82340426;7.627083333
2004;9;19;59;16.85208333;4.439583333
2004;9;20;77;17.01875;3.0625
2004;9;21;80;21.54042553;12.03191489
2004;9;22;90;25.11489362;11.84782609
2004;9;23;85;22.06595745;10.02173913
2004;9;24;87;25.45;7.944680851
2004;9;25;93;24.17083333;13.08478261
2004;9;26;101;20.4106383;8.163829787
2004;9;27;82;23.87083333;8.939583333
2004;9;28;66;20.02978723;9.108510638
2004;9;29;83;17.92553191;4.787234043
2004;9;30;58;18.21458333;2.4
2004;10;1;82;20.81521739;4.938297872
2004;10;2;78;18.60833333;7.077083333
2004;10;3;66;15.4625;2.541666667
2004;10;4;84;17.78510638;3.191489362
2004;10;5;74;9.154166667;-1.679166667
2004;10;6;80;16.52291667;1.247916667
2004;10;7;84;21.26956522;5.997826087
2004;10;8;71;24.55106383;9.353191489
2004;10;9;89;20.35;12.10434783
2004;10;10;74;12.80434783;8.080434783
2004;10;11;74;10.84255319;7.151111111
2004;10;12;83;15.53617021;3.310416667
2004;10;13;87;17.96170213;0.765957447
2004;10;14;71;19.63333333;2.861702128
2004;10;15;68;15.41914894;9.433333333
2004;10;16;76;13.9826087;9.095652174
2004;10;17;71;8.19787234;5.576086957
2004;10;18;95;7.866666667;2.40212766
2004;10;19;72;9.604255319;-1.695744681
2004;10;20;69;10.85833333;-1.093617021
2004;10;21;85;8.39375;1.493617021
2004;10;22;82;10.94166667;-0.972916667
2004;10;23;92;11.16808511;-0.834042553
2004;10;24;72;11.37916667;-1.544680851
2004;10;25;91;9.895744681;0.3625
2004;10;26;69;10.81521739;-0.8375
2004;10;27;88;9.9;0.99787234
2004;10;28;77;8.644680851;-4.076595745
2004;10;29;91;10.40638298;-4.221276596
2004;10;30;86;14.80217391;1.24893617
2004;10;31;83;14.34255319;8.604347826
2004;11;1;72;8.177083333;4.827083333
2004;11;2;79;6.717021277;4.197916667
2004;11;3;73;5.5625;0.370212766
2004;11;4;63;6.747916667;-4.970833333
2004;11;5;82;5.51875;1.458333333
2004;11;6;104;9.508333333;0.172916667
2004;11;7;74;11.825;0.693617021
2004;11;8;71;2.346808511;-3.0125
2004;11;9;77;-0.123404255;-6.3875
2004;11;10;74;5.55106383;-8.822916667
2004;11;11;86;7.52173913;-3.086956522
2004;11;12;90;0.595744681;-8.882978723
2004;11;13;78;-0.878723404;-9.842553191
2004;11;14;76;5.614583333;-10.46382979
2004;11;15;84;8.761702128;-3.779166667
2004;11;16;87;6.308510638;-1.947916667
2004;11;17;96;4.645833333;-0.2875
2004;11;18;93;7.802222222;2.127083333
2004;11;19;89;8.895652174;-0.541304348
2004;11;20;82;4.380851064;-4.960869565
2004;11;21;89;6.582978723;0.793478261
2004;11;22;95;6.868085106;0.182978723
2004;11;23;88;8.025;-2.35
2004;11;24;90;10.00851064;4.674468085
2004;11;25;79;9.166666667;-1.863829787
2004;11;26;96;-0.725;-7.564583333
2004;11;27;73;5.74893617;-9.559574468
2004;11;28;72;8.429787234;1.621276596
2004;11;29;78;2.2;-2.057446809
2004;11;30;77;5.717391304;-5.211111111
2004;12;1;82;2.62826087;-1.315217391
2004;12;2;75;-0.680434783;-5.77173913
2004;12;3;93;-6.319565217;-10.3673913
2004;12;4;73;2.797777778;-16.0673913
2004;12;5;94;-2.52;-11.09333333
2004;12;6;84;-6.45;-15.57173913
2004;12;7;74;1.97826087;-10.03478261
2004;12;8;97;2.508695652;-2.934782609
2004;12;9;78;-0.971111111;-5.847826087
2004;12;10;86;0.067391304;-5.247826087
2004;12;11;69;-0.756521739;-2.454347826
2004;12;12;92;-1.975555556;-6.011111111
2004;12;13;86;-1.948888889;-7.664444444
2004;12;14;76;-7.495555556;-12.91304348
2004;12;15;83;-4.871111111;-20.7106383
2004;12;16;89;1.742222222;-11.37777778
2004;12;17;102;-1.181818182;-15
2004;12;18;97;-0.984090909;-22.08666667
2004;12;19;88;0.868181818;-15.59090909
2004;12;20;88;-20.79545455;-26.69111111
2004;12;21;81;-11.66744186;-27.85227273
2004;12;22;87;-0.624444444;-17.5173913
2004;12;23;89;9.213333333;-6.552173913
2004;12;24;82;-10.45238095;-14.77333333
2004;12;25;81;-10.56829268;-18.80697674
2004;12;26;82;-10.63863636;-18.8097561
2004;12;27;91;-11.65116279;-16.68
2004;12;28;104;-1.961363636;-17.73181818
2004;12;29;83;-0.091111111;-9.226666667
2004;12;30;89;-0.153333333;-16.88695652
2004;12;31;88;8.339534884;-8.643478261
2005;1;1;101;3.40952381;-6.981395349
2005;1;2;107;-1.146511628;-16.41777778
2005;1;3;98;1.109090909;-5.931111111
2005;1;4;95;-2.755555556;-7.182978723
2005;1;5;105;-7.757777778;-13.68913043
2005;1;6;103;-4.904545455;-15.86521739
2005;1;7;111;-3.247826087;-11.36
2005;1;8;112;-1.980434783;-8.34893617
2005;1;9;120;-2.986956522;-12.53829787
2005;1;10;116;2.295652174;-8.289361702
2005;1;11;121;-7.910869565;-17.38510638
2005;1;12;98;1.926666667;-15.55744681
2005;1;13;113;11.08478261;-2.561702128
2005;1;14;111;4.07826087;-7.554347826
2005;1;15;100;-5.648888889;-13.18723404
2005;1;16;110;-7.446666667;-12.78
2005;1;17;117;-12.28695652;-16.85319149
2005;1;18;114;-18.3673913;-24.95106383
2005;1;19;116;-10.81111111;-24.11086957
2005;1;20;113;-13.50217391;-20.25744681
2005;1;21;108;-21.34772727;-28.04042553
2005;1;22;106;-17.51363636;-29.29787234
2005;1;23;118;-15.53636364;-21.95777778
2005;1;24;128;-9.277272727;-24.59782609
2005;1;25;109;-12.10666667;-19.43043478
2005;1;26;107;-14.16046512;-21.65227273
2005;1;27;98;-16.52444444;-27.45333333
2005;1;28;129;-12.02222222;-26.70869565
2005;1;29;98;-5.081395349;-20.05434783
2005;1;30;92;-1.802222222;-12.75681818
2005;1;31;104;-5.313636364;-19.66086957
2005;2;1;121;-2.309090909;-19.94222222
2005;2;2;118;-0.654545455;-11.27111111
2005;2;3;109;0.313953488;-14.07727273
2005;2;4;105;3.397777778;-12.30909091
2005;2;5;106;3.422222222;-11.0673913
2005;2;6;101;4.311111111;-10.52444444
2005;2;7;114;6.857777778;-4.006382979
2005;2;8;114;3.508695652;0.556521739
2005;2;9;86;0.191304348;-2.753191489
2005;2;10;103;-4.004444444;-7.317391304
2005;2;11;119;-0.338636364;-11.44347826
2005;2;12;125;0.141304348;-8.844444444
2005;2;13;90;-5.619565217;-15.00217391
2005;2;14;88;3.226086957;-19.16595745
2005;2;15;97;4.175555556;-0.767391304
2005;2;16;85;2.010869565;-2.982608696
2005;2;17;87;-3.241304348;-13.17659574
2005;2;18;104;-7.451111111;-15.73191489
2005;2;19;100;-6.384090909;-21.57391304
2005;2;20;116;-10.67777778;-21.79111111
2005;2;21;92;-5.077272727;-18.10851064
2005;2;22;94;-1.85;-9.287234043
2005;2;23;96;-6.902173913;-14.96170213
2005;2;24;92;-8.5;-23.24347826
2005;2;25;85;-6.24;-19.97391304
2005;2;26;100;-4.186666667;-22.60652174
2005;2;27;101;-5.334090909;-16.46666667
2005;2;28;103;-4.448888889;-17.63777778
2005;3;1;91;-3.946666667;-7.660869565
2005;3;2;115;-3.188636364;-8.686666667
2005;3;3;99;-8.290697674;-16.18
2005;3;4;89;-3.231818182;-14.48372093
2005;3;5;111;0.474418605;-14.1
2005;3;6;105;1.770454545;-7.548837209
2005;3;7;90;-5.635714286;-15.64666667
2005;3;8;77;-7.78;-12.73333333
2005;3;9;90;-9.995454545;-17.85869565
2005;3;10;82;-6.624444444;-20.12173913
2005;3;11;91;-0.913043478;-16.04893617
2005;3;12;88;-0.686666667;-5.185106383
2005;3;13;102;1.030434783;-8.243478261
2005;3;14;73;2.134782609;-9.582608696
2005;3;15;93;2.144444444;-4.376595745
2005;3;16;83;-0.568181818;-5.273913043
2005;3;17;93;0.202173913;-11.28695652
2005;3;18;92;1.082222222;-13.23191489
2005;3;19;80;2.857777778;-10.3673913
2005;3;20;93;5.162222222;-10.67021277
2005;3;21;83;5.865217391;-10.73617021
2005;3;22;85;5.562222222;-7.745652174
2005;3;23;82;1.268888889;-7.506382979
2005;3;24;79;6.109090909;-5.973333333
2005;3;25;99;2.329545455;-2.957777778
2005;3;26;86;3.182222222;-11.12553191
2005;3;27;99;8.633333333;-8.593333333
2005;3;28;85;4.771111111;-1.321276596
2005;3;29;89;9.510869565;0.725531915
2005;3;30;78;9.202173913;-2.59787234
2005;3;31;93;13.95909091;0.52173913
2005;4;1;90;8.452272727;3.593478261
2005;4;2;86;5.948837209;1.056818182
2005;4;3;92;10.42325581;2.602272727
2005;4;4;84;6.731818182;1.968888889
2005;4;5;61;12.00697674;0.686363636
2005;4;6;79;16.08372093;0.670454545
2005;4;7;93;6.73902439;1.885714286
2005;4;8;105;10.97906977;-0.586046512
2005;4;9;95;12.24047619;-2.702222222
2005;4;10;88;11.56304348;0.551162791
2005;4;11;84;7.715555556;-2.238297872
2005;4;12;79;10.18478261;-3.329787234
2005;4;13;77;10.36888889;-0.527659574
2005;4;14;85;10.69555556;0.173913043
2005;4;15;80;12.81777778;-2.864444444
2005;4;16;86;19.27555556;-2.534782609
2005;4;17;105;21.71363636;1.991304348
2005;4;18;86;18.14347826;1.7
2005;4;19;73;23.42173913;1.272340426
2005;4;20;76;12.27608696;3.642553191
2005;4;21;87;10.075;-1.085106383
2005;4;22;73;14.20666667;-2.918181818
2005;4;23;91;10.22;4.52826087
2005;4;24;88;16.46;5.1
2005;4;25;101;9.417777778;4.044444444
2005;4;26;89;17.58666667;4.4
2005;4;27;95;12.86222222;8.535555556
2005;4;28;63;10.27111111;5.330434783
2005;4;29;99;12.36190476;2.735555556
2005;4;30;84;12.92272727;2.334090909
2005;5;1;78;12.72173913;6.013636364
2005;5;2;90;10.70217391;2.408510638
2005;5;3;74;10.74042553;2.785106383
2005;5;4;86;11.25106383;2.317391304
2005;5;5;88;15.29347826;1.208888889
2005;5;6;96;19.51333333;2.243478261
2005;5;7;69;16.93777778;4.66
2005;5;8;76;15.38478261;5.573333333
2005;5;9;73;19.86170213;6.4
2005;5;10;81;27.1;8.651111111
2005;5;11;90;26.02083333;11.77916667
2005;5;12;72;10.27446809;0.020833333
2005;5;13;92;14.80625;-2.380851064
2005;5;14;72;10.85208333;5.536170213
2005;5;15;73;15.73125;7.364583333
2005;5;16;69;16.13125;8.291489362
2005;5;17;88;14.40212766;6.031914894
2005;5;18;66;14.59166667;5.944680851
2005;5;19;86;17.88444444;1.997826087
2005;5;20;78;18.81590909;3.772727273
2005;5;21;77;12.95652174;6.442222222
2005;5;22;74;10.75957447;7.126666667
2005;5;23;74;12.39148936;7.525531915
2005;5;24;96;17.95319149;8.127083333
2005;5;25;72;20.95625;6.616666667
2005;5;26;75;13.73191489;7.71875
2005;5;27;87;13.65625;9.189361702
2005;5;28;95;21.09583333;9.60625
2005;5;29;71;21.76458333;8.19787234
2005;5;30;68;20.91666667;11.50638298
2005;5;31;80;23.05957447;10.22083333
2005;6;1;84;26.06666667;9.683333333
2005;6;2;79;28.30833333;10.31041667
2005;6;3;80;29.07446809;13.76170213
2005;6;4;91;30.07021277;15.31702128
2005;6;5;67;27.86170213;15.55106383
2005;6;6;91;29.81875;13.99166667
2005;6;7;74;27.1787234;17.69565217
2005;6;8;92;18.85744681;12.88125
2005;6;9;92;28.00208333;10.64680851
2005;6;10;84;30.27446809;18.30851064
2005;6;11;81;32.43913043;19.38958333
2005;6;12;98;31.8375;21.07659574
2005;6;13;109;30.91875;22.34583333
2005;6;14;80;22.32291667;16.15208333
2005;6;15;72;19.17391304;14.64468085
2005;6;16;81;18.98958333;13.8875
2005;6;17;83;15.28297872;11.94375
2005;6;18;92;16.04468085;10.3212766
2005;6;19;72;21.8;9.444680851
2005;6;20;86;24.95319149;9.920833333
2005;6;21;77;27.6106383;14.41458333
2005;6;22;60;21.65744681;12.275
2005;6;23;60;22.30833333;7.091666667
2005;6;24;76;29.43333333;13.96875
2005;6;25;66;32.26666667;21.13777778
2005;6;26;85;29.39148936;17.60851064
2005;6;27;91;32.42173913;16.28695652
2005;6;28;68;32.60652174;20.73043478
2005;6;29;94;27.75333333;20.28695652
2005;6;30;103;28.85217391;17.94222222
2005;7;1;86;29.83695652;19.04888889
2005;7;2;79;22.66818182;13.8
2005;7;3;81;27.10909091;11.84318182
2005;7;4;76;29.47234043;14.75
2005;7;5;74;26.89565217;19.08297872
2005;7;6;70;23.31086957;14.91521739
2005;7;7;63;24.95957447;11.5673913
2005;7;8;78;25.10454545;13.5326087
2005;7;9;76;21.43863636;15.84772727
2005;7;10;93;30.83333333;14.75
2005;7;11;84;31.84130435;18.63555556
2005;7;12;75;30.74347826;16.25434783
2005;7;13;85;27.94565217;16.07173913
2005;7;14;82;28.78888889;19.29777778
2005;7;15;82;28.55777778;14.90681818
2005;7;16;83;30.62391304;13.45106383
2005;7;17;83;27.85869565;20.68913043
2005;7;18;73;30.75;22.75333333
2005;7;19;64;30.66170213;21.99782609
2005;7;20;99;26.92826087;17.61914894
2005;7;21;82;29.93478261;15.96304348
2005;7;22;64;26.81304348;16.2673913
2005;7;23;67;25.48666667;12.76086957
2005;7;24;62;25.29318182;10.33488372
2005;7;25;74;30.12;17.62
2005;7;26;73;26.67142857;16.45227273
2005;7;27;83;21.16590909;15.83777778
2005;7;28;81;23.83863636;9.170454545
2005;7;29;81;24.95116279;10.71363636
2005;7;30;75;24.18372093;9.440909091
2005;7;31;87;24.86222222;10.05333333
2005;8;1;70;26.90930233;16.00227273
2005;8;2;82;30.36;16.89302326
2005;8;3;73;28.35909091;15.81363636
2005;8;4;78;31.33409091;15.54888889
2005;8;5;72;28.42093023;20.06046512
2005;8;6;70;26.39069767;11.42093023
2005;8;7;79;28.73913043;12.84186047
2005;8;8;73;30.93043478;16.1326087
2005;8;9;76;30.88695652;17.58444444
2005;8;10;100;29.95869565;19.77111111
2005;8;11;76;27.78222222;17.92444444
2005;8;12;91;26.56818182;15.20212766
2005;8;13;80;27.36666667;18.58444444
2005;8;14;68;23.31086957;17.2826087
2005;8;15;85;26.93617021;14.21489362
2005;8;16;77;27.73333333;14.85957447
2005;8;17;75;23.11914894;13.15106383
2005;8;18;68;20.13829787;6.740425532
2005;8;19;73;23.53695652;10.65416667
2005;8;20;79;22.175;16.64680851
2005;8;21;70;26.91458333;17.60212766
2005;8;22;62;22.92765957;13.61702128
2005;8;23;78;20.93191489;11.64042553
2005;8;24;76;22.05869565;11.38043478
2005;8;25;67;27.47391304;10.64347826
2005;8;26;85;28.32765957;10.97021277
2005;8;27;72;28.93125;10.97234043
2005;8;28;82;27.05434783;17.67291667
2005;8;29;83;27.84347826;15.72553191
2005;8;30;82;27.72553191;17.71818182
2005;8;31;78;21.82978723;18.06382979
2005;9;1;78;24.79347826;16.77777778
2005;9;2;75;26.54893617;15.35957447
2005;9;3;60;24.00869565;13.16595745
2005;9;4;73;21.32954545;12.41956522
2005;9;5;77;22.83829787;7.75
2005;9;6;75;25.64565217;8.080434783
2005;9;7;72;26.75869565;11.57234043
2005;9;8;83;20.82608696;12.59777778
2005;9;9;59;20.33555556;9.57826087
2005;9;10;72;18.73863636;4.402222222
2005;9;11;66;22.51333333;5.097826087
2005;9;12;79;28.81956522;16.47777778
2005;9;13;80;29.6;16.88478261
2005;9;14;76;29.60222222;15.81304348
2005;9;15;82;24.22666667;16.78444444
2005;9;16;66;20.53043478;13.62
2005;9;17;62;18.54222222;14.91086957
2005;9;18;71;20.16041667;13.52553191
2005;9;19;84;23.66041667;12.4875
2005;9;20;77;24.59583333;14.03958333
2005;9;21;64;23.85625;10.7
2005;9;22;56;24.73958333;10.94166667
2005;9;23;92;19.84680851;11.58085106
2005;9;24;70;16.6212766;3.240425532
2005;9;25;73;18.55;6.104255319
2005;9;26;79;19.40208333;13.56458333
2005;9;27;83;18.84565217;9.104255319
2005;9;28;73;22.14791667;8.2375
2005;9;29;86;18.14680851;7.714583333
2005;9;30;79;14.41702128;3.821276596
2005;10;1;94;22.04791667;4.989583333
2005;10;2;66;24.55106383;8.404255319
2005;10;3;88;25.91489362;8.757446809
2005;10;4;79;26.69574468;14.16170213
2005;10;5;87;26.51666667;13.99583333
2005;10;6;89;25.10212766;12.51956522
2005;10;7;66;19.02978723;9.644680851
2005;10;8;80;10.3326087;5.210638298
2005;10;9;92;10.75106383;6.465957447
2005;10;10;76;12.0625;8.034782609
2005;10;11;76;13.83333333;8.180434783
2005;10;12;85;13.34255319;5.222916667
2005;10;13;76;12.01875;8.05106383
2005;10;14;78;14.19130435;9.640425532
2005;10;15;100;14.22916667;10.93478261
2005;10;16;66;11.76041667;8.840425532
2005;10;17;73;10.91276596;6.985106383
2005;10;18;74;9.574468085;4.860416667
2005;10;19;95;10.49148936;5.166666667
2005;10;20;81;9.838297872;1.20625
2005;10;21;80;9.265217391;-1.452083333
2005;10;22;96;9.39787234;-2.244680851
2005;10;23;89;8.26875;4.193617021
2005;10;24;81;8.206666667;4.085106383
2005;10;25;71;6.05625;2.172340426
2005;10;26;91;5.654347826;0.687234043
2005;10;27;87;4.515555556;1.856521739
2005;10;28;91;5.706382979;0.7
2005;10;29;89;8.938297872;-3.512765957
2005;10;30;73;14.37234043;0.773333333
2005;10;31;65;15.41914894;7.026666667
2005;11;1;80;18.33958333;8.685106383
2005;11;2;91;8.44893617;2.870212766
2005;11;3;79;14.6;0.595833333
2005;11;4;92;5.982978723;1.129787234
2005;11;5;93;9.566666667;-0.334042553
2005;11;6;81;13.90851064;2.842553191
2005;11;7;97;8.904166667;4.682978723
2005;11;8;64;6.573913043;-0.22826087
2005;11;9;88;7.002173913;-4.975
2005;11;10;90;6.308510638;0.027659574
2005;11;11;78;2.44893617;-3.275
2005;11;12;95;7.420833333;-6.134042553
2005;11;13;79;14.8787234;0.212765957
2005;11;14;78;10.75217391;1.789361702
2005;11;15;81;6.584782609;-2.482978723
2005;11;16;78;16.3212766;1.585106383
2005;11;17;64;4.447727273;-0.159090909
2005;11;18;69;-1.514893617;-7.269565217
2005;11;19;72;3.489130435;-7.60212766
2005;11;20;62;7.015217391;0.045652174
2005;11;21;69;8.446808511;4.142553191
2005;11;22;87;3.915217391;-2.462222222
2005;11;23;81;-4.529787234;-9.22826087
2005;11;24;90;-2.940425532;-11.62916667
2005;11;25;84;-4.247916667;-12.27446809
2005;11;26;79;-3.729166667;-14.27446809
2005;11;27;79;0.685416667;-8.638297872
2005;11;28;76;10.63043478;-2.854166667
2005;11;29;83;17.19782609;5.064444444
2005;11;30;67;8.782608696;3.960869565
2005;12;1;80;3.853333333;-0.271111111
2005;12;2;63;1.682978723;-2.960869565
2005;12;3;98;-3.034782609;-7.355319149
2005;12;4;69;-1.929166667;-7.267391304
2005;12;5;73;0.1125;-5.535416667
2005;12;6;75;-1.510869565;-8.489361702
2005;12;7;81;-7.3625;-11.44782609
2005;12;8;88;-5.014583333;-14.51875
2005;12;9;76;-1.741666667;-12.43958333
2005;12;10;76;0.508510638;-7.655319149
2005;12;11;80;0.066666667;-5
2005;12;12;65;-7.13125;-14.42291667
2005;12;13;88;-10.10652174;-21.81041667
2005;12;14;81;-10.63478261;-23.42391304
2005;12;15;85;-6.202173913;-23.33478261
2005;12;16;96;-2.22173913;-11.64347826
2005;12;17;92;-0.282608696;-6.219148936
2005;12;18;90;-1.646808511;-5.570212766
2005;12;19;77;-3.408695652;-8.429787234
2005;12;20;75;-3.531914894;-11.34042553
2005;12;21;76;-7.504255319;-23.74255319
2005;12;22;93;0.580434783;-19.57391304
2005;12;23;100;2.321276596;-3.536956522
2005;12;24;88;2.193478261;-0.475555556
2005;12;25;91;1.577272727;-0.584444444
2005;12;26;92;-0.815217391;-4.313043478
2005;12;27;85;-3.676086957;-11.00425532
2005;12;28;87;-0.261702128;-8.504255319
2005;12;29;87;0.919565217;-3.15106383
2005;12;30;83;-4.406382979;-12.13404255
2005;12;31;108;-10.16304348;-20.02340426
2006;1;1;98;-7.186956522;-13.18043478
2006;1;2;65;-3.353191489;-10.14130435
2006;1;3;84;-5.770212766;-12.83191489
2006;1;4;102;-1.734042553;-15.30851064
2006;1;5;89;-0.493478261;-5.661702128
2006;1;6;78;-4.756521739;-10.27173913
2006;1;7;76;-9.174468085;-18.39148936
2006;1;8;80;-3.863829787;-13.32340426
2006;1;9;80;-0.545652174;-7.869565217
2006;1;10;100;0.217391304;-8.119565217
2006;1;11;86;3.513043478;-8.357777778
2006;1;12;100;4.070212766;-0.076086957
2006;1;13;101;7.742553191;-2.104347826
2006;1;14;81;6.008695652;-4.293617021
2006;1;15;77;-11.63913043;-17.29565217
2006;1;16;79;-9.424444444;-19.19111111
2006;1;17;73;2.384782609;-18.01086957
2006;1;18;75;4.831914894;-6.465217391
2006;1;19;103;1.2;-3.406521739
2006;1;20;82;5.406521739;-2.819148936
2006;1;21;89;2.137777778;-5.143478261
2006;1;22;73;-4.204444444;-15.8
2006;1;23;82;-1.461702128;-11.06382979
2006;1;24;82;1.453191489;-6.987234043
2006;1;25;94;0.955319149;-2.219148936
2006;1;26;79;-4.682608696;-11.57021277
2006;1;27;80;1.342553191;-17.08297872
2006;1;28;87;5.713043478;-4.287234043
2006;1;29;79;-2.021276596;-6.443478261
2006;1;30;74;-1.689130435;-6.304255319
2006;1;31;93;0.523913043;-5.117777778
2006;2;1;95;-1.233333333;-5.136956522
2006;2;2;94;2.967391304;-5.477272727
2006;2;3;83;4.885106383;-1.755319149
2006;2;4;98;4.02173913;1.197826087
2006;2;5;87;5.067391304;-0.115217391
2006;2;6;92;-4.266666667;-8.347826087
2006;2;7;84;-6.604444444;-10.83478261
2006;2;8;83;-7.156521739;-12.52888889
2006;2;9;90;-9.617777778;-16.675
2006;2;10;90;-10.88444444;-20.38043478
2006;2;11;91;-6.288636364;-20.29777778
2006;2;12;83;-7.253333333;-17.44888889
2006;2;13;81;-3.445454545;-15.28913043
2006;2;14;84;0.206382979;-7.706666667
2006;2;15;93;6.026666667;-4.153333333
2006;2;16;85;1.691111111;-9.267391304
2006;2;17;70;5.252173913;-13.2826087
2006;2;18;80;-14.43636364;-19.21136364
2006;2;19;92;-5.919148936;-19.92444444
2006;2;20;83;-2.868085106;-10.06382979
2006;2;21;83;-1.682608696;-8.610638298
2006;2;22;86;-0.453191489;-10.7893617
2006;2;23;80;1.312765957;-4.810638298
2006;2;24;103;-2.791304348;-11.05319149
2006;2;25;95;-10.21489362;-18.8106383
2006;2;26;79;-10.3673913;-18.60212766
